access-location,nanoseconds
arr[39126],1422
arr[174917],1386
arr[94891],1488
arr[130202],1416
arr[150536],1452
arr[182956],1362
arr[247699],1410
arr[22153],1404
arr[124611],1746
arr[27505],1380
arr[59676],1422
arr[180099],1446
arr[117030],1428
arr[40514],1410
arr[121453],1380
arr[126231],1404
arr[238246],1362
arr[20348],1404
arr[76093],1422
arr[159464],1416
arr[18242],1380
arr[72794],1380
arr[53567],1440
arr[122725],1452
arr[161496],1416
arr[68512],1434
arr[150133],1290
arr[80565],1428
arr[244083],1422
arr[159433],1428
arr[22509],1608
arr[33209],1428
arr[100702],1434
arr[133752],1410
arr[179764],1428
arr[1238],1386
arr[66708],1410
arr[177463],1428
arr[23391],1470
arr[207671],1410
arr[221320],1506
arr[99419],1434
arr[137771],1470
arr[88350],1404
arr[139933],1572
arr[25576],1416
arr[230933],1398
arr[144531],1416
arr[62276],1434
arr[57027],1446
arr[70348],1410
arr[80518],1392
arr[146173],1860
arr[123915],1554
arr[219596],1416
arr[57669],1422
arr[192428],1368
arr[119729],1500
arr[154586],1440
arr[202863],1362
arr[45514],1416
arr[193448],1470
arr[236072],1464
arr[146216],1296
arr[77200],1440
arr[165836],1440
arr[147454],1344
arr[143909],1410
arr[93300],1422
arr[187198],1692
arr[117932],1446
arr[80972],1458
arr[52969],1392
arr[22055],1476
arr[169323],1428
arr[209255],1410
arr[63983],1398
arr[150256],1404
arr[103786],1530
arr[142611],1452
arr[223635],1422
arr[174134],1416
arr[223130],1422
arr[136161],1488
arr[64402],1440
arr[209078],1428
arr[193830],1458
arr[23182],1386
arr[78807],1422
arr[98417],1398
arr[226045],1410
arr[140674],1416
arr[58217],1428
arr[228469],1410
arr[53242],1422
arr[135417],1344
arr[144306],1398
arr[217049],1422
arr[45678],1290
arr[3958],1452
arr[170599],1440
arr[163611],1380
arr[84930],1398
arr[223568],1440
arr[202018],1494
arr[20605],1404
arr[182823],1428
arr[32354],1452
arr[187214],1578
arr[52962],1416
arr[174965],1458
arr[177201],1446
arr[243448],1314
arr[164447],1488
arr[63362],1488
arr[74202],1398
arr[123525],1428
arr[23545],1392
arr[97384],1398
arr[218685],1452
arr[138314],1452
arr[89781],1404
arr[109359],1422
arr[196531],1398
arr[68251],1428
arr[178953],1416
arr[81948],1428
arr[228909],1296
arr[146002],1302
arr[127627],1392
arr[249219],1416
arr[66601],1404
arr[57590],1422
arr[84149],1452
arr[56522],1458
arr[25960],1410
arr[121107],1404
arr[239345],1374
arr[58314],1428
arr[58321],1338
arr[58659],1302
arr[233280],1428
arr[1874],1386
arr[52108],1434
arr[164079],1422
arr[65237],1446
arr[126310],1278
arr[37605],1398
arr[88782],1362
arr[240047],1446
arr[6290],1428
arr[227096],1386
arr[79828],1404
arr[132001],1386
arr[173627],1410
arr[164431],1392
arr[77306],1404
arr[21927],1392
arr[143340],1428
arr[223309],1440
arr[149554],1284
arr[142559],1422
arr[56262],1368
arr[223496],1692
arr[243061],1416
arr[112784],1560
arr[249457],1596
arr[114168],1482
arr[118482],1434
arr[57771],1410
arr[188841],1434
arr[193493],1494
arr[57403],1404
arr[190715],1428
arr[245601],1434
arr[221483],1404
arr[22304],1392
arr[138264],1476
arr[9088],1494
arr[127438],1416
arr[128311],1416
arr[31730],1440
arr[120886],1296
arr[224491],1398
arr[180083],1584
arr[60865],1446
arr[138923],1428
arr[7389],1392
arr[82793],1506
arr[32263],1374
arr[247050],1350
arr[248699],1464
arr[191175],1410
arr[53313],1446
arr[222196],1398
arr[184236],1458
arr[182449],1404
arr[221653],1398
arr[64756],1422
arr[67283],1386
arr[45776],1338
arr[3597],1392
arr[10777],1302
arr[103180],1428
arr[210664],1452
arr[22730],1380
arr[91015],1452
arr[249321],1344
arr[177346],1446
arr[116455],1434
arr[126759],1422
arr[55657],1452
arr[148185],1458
arr[13998],1410
arr[46501],1422
arr[94620],1458
arr[74863],1458
arr[185424],1458
arr[102009],1380
arr[174008],1416
arr[234039],1428
arr[115412],1326
arr[189060],1416
arr[175214],1728
arr[168725],1476
arr[161256],1380
arr[125802],1428
arr[117526],1398
arr[149261],1428
arr[190558],1446
arr[201162],1404
arr[211389],1416
arr[210507],1404
arr[228291],1428
arr[80921],1464
arr[187524],1422
arr[1021],1338
arr[171936],1422
arr[186845],1434
arr[178368],1428
arr[54743],1290
arr[79956],1332
arr[377],1344
arr[202928],1404
arr[93954],1410
arr[46878],1446
arr[63900],1446
arr[185170],1464
arr[248654],1290
arr[182262],1464
arr[125530],1386
arr[232694],1398
arr[47674],1440
arr[64590],1404
arr[174260],1416
arr[216399],1422
arr[242198],1410
arr[50063],1440
arr[100277],1344
arr[141459],1368
arr[6973],1296
arr[51439],1404
arr[119201],1428
arr[217481],1410
arr[46082],1446
arr[200122],1398
arr[155005],1410
arr[47104],1482
arr[138411],1434
arr[108202],1470
arr[241824],1392
arr[193154],1410
arr[188158],1308
arr[8553],1446
arr[162435],1422
arr[48465],1404
arr[71784],1752
arr[226335],1416
arr[249987],1440
arr[70438],1434
arr[158597],1614
arr[125517],1392
arr[69484],1434
arr[206271],1446
arr[206460],1650
arr[243745],1452
arr[189022],1446
arr[198658],1452
arr[60160],1398
arr[55652],1362
arr[106470],1494
arr[67133],1392
arr[123443],1440
arr[225671],1410
arr[50966],1398
arr[169526],1440
arr[192145],1404
arr[222323],1404
arr[216630],1626
arr[80556],1476
arr[96877],1452
arr[224806],1440
arr[40063],1404
arr[51388],1422
arr[249711],1392
arr[218850],1464
arr[99853],1416
arr[71495],1380
arr[195185],1434
arr[116192],1410
arr[158286],1416
arr[120135],1404
arr[8061],1542
arr[227770],1452
arr[92758],1464
arr[214521],1410
arr[237867],1434
arr[48133],1386
arr[179532],1422
arr[48027],1428
arr[103785],1296
arr[36002],1416
arr[131513],1464
arr[227228],1380
arr[28025],1482
arr[198831],1446
arr[146754],1536
arr[220170],1428
arr[171155],1476
arr[129736],1440
arr[67079],1392
arr[18032],1500
arr[120894],1302
arr[123494],1350
arr[69420],1392
arr[120606],1428
arr[92344],1440
arr[185625],1662
arr[192101],1446
arr[37529],1440
arr[68169],1440
arr[100387],1422
arr[174016],1302
arr[76231],1416
arr[94510],1464
arr[16775],1290
arr[57104],1386
arr[82377],1476
arr[64908],1422
arr[236636],1386
arr[146757],1320
arr[185045],1380
arr[22638],1386
arr[28270],1440
arr[162273],1416
arr[67015],1422
arr[243453],1344
arr[59028],1422
arr[37186],1440
arr[164608],1410
arr[205116],1404
arr[120617],1332
arr[198993],1398
arr[76011],1398
arr[244111],1296
arr[34765],1338
arr[196617],1476
arr[86455],1452
arr[236743],1392
arr[155070],1422
arr[140336],1542
arr[54912],1488
arr[21810],1380
arr[80705],1440
arr[147495],1416
arr[116320],1422
arr[113832],1416
arr[204600],1416
arr[215049],1398
arr[178740],1440
arr[207588],1380
arr[111806],1386
arr[130137],1386
arr[246579],1380
arr[156428],1326
arr[42410],1476
arr[63594],1404
arr[149882],1368
arr[117790],1434
arr[100780],1374
arr[80842],1404
arr[72907],1344
arr[237749],1434
arr[29835],1386
arr[148918],1500
arr[231860],1410
arr[80953],1464
arr[111887],1320
arr[84667],1422
arr[84048],1452
arr[16957],1452
arr[241356],1410
arr[138960],1638
arr[38767],1416
arr[72061],1416
arr[52808],1440
arr[171439],1404
arr[185893],1440
arr[7408],1524
arr[152841],1392
arr[130985],1404
arr[214996],1428
arr[14647],1386
arr[11122],1446
arr[227927],1422
arr[187428],1368
arr[69884],1404
arr[41522],1314
arr[87310],1452
arr[187675],1458
arr[158654],1410
arr[184504],1374
arr[26934],1410
arr[146404],1368
arr[230692],1386
arr[175852],1416
arr[144616],1404
arr[61645],1422
arr[54091],1410
arr[229284],1398
arr[145693],1434
arr[71048],1392
arr[236992],1446
arr[51005],1392
arr[126168],1404
arr[59053],1446
arr[103813],1452
arr[63959],1416
arr[11298],1308
arr[127573],1410
arr[216800],1422
arr[142283],1410
arr[108922],1488
arr[247800],1452
arr[169757],1452
arr[86849],1380
arr[185228],1446
arr[239641],1440
arr[128371],1524
arr[22538],1356
arr[193668],1656
arr[37026],1476
arr[207042],1386
arr[220602],1356
arr[199782],1410
arr[187734],1416
arr[162806],1410
arr[94398],1314
arr[15731],1458
arr[216897],1332
arr[90034],1440
arr[177776],1392
arr[54298],1446
arr[77026],1428
arr[228782],1410
arr[196818],1428
arr[152431],1572
arr[82595],1386
arr[10777],1314
arr[163729],1398
arr[226521],1416
arr[227578],1374
arr[72364],1404
arr[85443],1434
arr[225378],1302
arr[242121],1398
arr[172292],1476
arr[176958],1452
arr[248115],1398
arr[50664],1416
arr[215848],1392
arr[191783],1410
arr[104042],1518
arr[172890],1416
arr[178738],1440
arr[53824],1374
arr[126977],1422
arr[91544],1422
arr[148222],1410
arr[159060],1404
arr[74794],1404
arr[4609],1716
arr[86837],1392
arr[129092],1422
arr[81635],1440
arr[65619],1410
arr[75910],1428
arr[234067],1410
arr[164566],1434
arr[86687],1380
arr[164148],1392
arr[141087],1458
arr[80617],1416
arr[236513],1428
arr[226530],1344
arr[72347],1398
arr[244986],1440
arr[165175],1728
arr[249305],1392
arr[243101],1434
arr[232191],1440
arr[215153],1434
arr[201237],1410
arr[86233],1398
arr[154396],1422
arr[129975],1386
arr[156409],1446
arr[47725],1434
arr[237871],1344
arr[70983],1440
arr[223137],1290
arr[62665],1452
arr[75592],1404
arr[59974],1416
arr[191757],1440
arr[157228],1404
arr[141945],1422
arr[34019],1338
arr[157647],1434
arr[72864],1386
arr[137059],1386
arr[71795],1434
arr[230303],1368
arr[234028],1374
arr[58308],1380
arr[223186],1374
arr[56376],1410
arr[53295],1452
arr[138361],1434
arr[72033],1422
arr[62748],1434
arr[120552],1398
arr[53539],1386
arr[13985],1686
arr[223137],1272
arr[224287],1422
arr[160312],1380
arr[145898],1428
arr[38364],1398
arr[148184],1356
arr[216881],1464
arr[11501],1440
arr[210849],1404
arr[42474],1350
arr[87828],1404
arr[168959],1440
arr[216054],1440
arr[229773],1440
arr[202978],1374
arr[123701],1440
arr[68989],1398
arr[106389],1422
arr[195496],1536
arr[49293],1356
arr[90418],1680
arr[20157],1434
arr[22479],1428
arr[163146],1398
arr[73452],1452
arr[177192],1404
arr[1531],1698
arr[152552],1476
arr[64096],1398
arr[55070],1416
arr[166538],1446
arr[37233],1422
arr[45709],1308
arr[93202],1398
arr[183131],1446
arr[84073],1428
arr[241386],1446
arr[166364],1392
arr[111927],1434
arr[218588],1422
arr[208838],1428
arr[199755],1398
arr[153899],1440
arr[174892],1332
arr[195880],1368
arr[123229],1422
arr[64945],1488
arr[14870],1458
arr[229619],1362
arr[10442],1404
arr[80515],1308
arr[86389],1428
arr[30599],1392
arr[102994],1488
arr[249535],1518
arr[120403],1410
arr[46538],1434
arr[1066],1404
arr[22955],1374
arr[110634],1434
arr[72489],1416
arr[205845],1404
arr[164219],1662
arr[134550],1428
arr[65400],1398
arr[113702],1398
arr[218624],1422
arr[56786],1332
arr[30066],1392
arr[96903],1440
arr[41726],1404
arr[238905],1476
arr[46658],1392
arr[195625],1542
arr[180149],1368
arr[8890],1422
arr[68855],1398
arr[245095],1476
arr[23760],1494
arr[64826],1410
arr[21889],1446
arr[120627],1374
arr[151215],1386
arr[52488],1428
arr[223621],1416
arr[150750],1314
arr[189243],1362
arr[36511],1608
arr[168168],1476
arr[228550],1368
arr[147145],1308
arr[7009],1392
arr[184396],1488
arr[61364],1386
arr[141560],1410
arr[249796],1482
arr[175066],1422
arr[126536],1332
arr[72934],1464
arr[205133],1392
arr[223439],1452
arr[131013],1812
arr[210390],1428
arr[36449],1488
arr[76638],1434
arr[156891],1434
arr[45339],1452
arr[161845],1458
arr[151986],1416
arr[85452],1320
arr[226671],1428
arr[173875],1428
arr[206079],1386
arr[127886],1524
arr[242715],1386
arr[196053],1488
arr[44988],1428
arr[198310],1398
arr[232564],1428
arr[229509],1422
arr[176861],1422
arr[129710],1416
arr[236518],1308
arr[127609],1428
arr[191074],1452
arr[144430],1452
arr[143757],1404
arr[132493],1356
arr[20966],1386
arr[216691],1446
arr[103978],1422
arr[244405],1392
arr[114056],1686
arr[64368],1440
arr[30854],1602
arr[190695],1542
arr[221259],1314
arr[92546],1458
arr[118892],1476
arr[139598],1422
arr[177998],1332
arr[111916],1434
arr[79825],1434
arr[134077],1416
arr[239802],1536
arr[88893],1428
arr[96482],1416
arr[51143],1416
arr[37203],1440
arr[79047],1416
arr[47004],1392
arr[214064],1596
arr[225109],1350
arr[33522],1422
arr[91673],1380
arr[182535],1416
arr[177953],1398
arr[235430],1428
arr[65028],1428
arr[198919],1386
arr[218474],1410
arr[169006],1428
arr[209677],1446
arr[82530],1428
arr[249726],1422
arr[6883],1572
arr[39577],1374
arr[220986],1428
arr[99429],1350
arr[158470],1428
arr[126936],1422
arr[43779],1452
arr[20386],1446
arr[206761],1440
arr[194209],1440
arr[26540],1404
arr[45654],1434
arr[40691],1398
arr[94035],1374
arr[82858],1554
arr[119738],1326
arr[141039],1368
arr[63274],1452
arr[94847],1374
arr[190914],1440
arr[154948],1422
arr[43735],1428
arr[118867],1446
arr[140378],1422
arr[108763],1422
arr[84138],1398
arr[125204],1572
arr[44122],1362
arr[60167],1392
arr[207735],1428
arr[43848],1428
arr[67051],1416
arr[247312],1416
arr[31186],1422
arr[182832],1290
arr[172134],1428
arr[158122],1668
arr[242964],1422
arr[208872],1446
arr[131236],1422
arr[187173],1386
arr[1765],1458
arr[193242],1398
arr[227864],1380
arr[95800],1416
arr[26100],1434
arr[113955],1428
arr[3192],1320
arr[105727],1374
arr[225154],1416
arr[194106],1416
arr[10675],1422
arr[18889],1380
arr[62973],1404
arr[167405],1440
arr[127653],1458
arr[163463],1416
arr[42610],1440
arr[188127],1416
arr[223631],1308
arr[16697],1440
arr[231975],1566
arr[57034],1326
arr[14009],1320
arr[13162],1386
arr[6218],1458
arr[202496],1452
arr[187636],1368
arr[249182],1458
arr[161368],1434
arr[85224],1482
arr[186355],1428
arr[163133],1434
arr[28467],1464
arr[180572],1374
arr[25286],1428
arr[70919],1488
arr[44527],1302
arr[28478],1326
arr[176646],1422
arr[36033],1290
arr[222584],1464
arr[187321],1434
arr[54923],1686
arr[51909],1470
arr[121079],1284
arr[198928],1260
arr[231724],1434
arr[163689],1362
arr[137055],1446
arr[221707],1332
arr[180386],1350
arr[135382],1344
arr[45093],1410
arr[210747],1764
arr[164896],1434
arr[51312],1380
arr[163243],1446
arr[102533],1410
arr[66846],1326
arr[90964],1386
arr[187757],1380
arr[19554],1302
arr[20449],1422
arr[232576],1386
arr[216478],1488
arr[62087],1458
arr[53496],1416
arr[11005],1386
arr[90565],1392
arr[230142],1398
arr[63390],1434
arr[79501],1452
arr[167464],1398
arr[118313],1434
arr[147762],1398
arr[38543],1542
arr[83593],1416
arr[145839],1386
arr[218584],1482
arr[237000],1314
arr[117546],1434
arr[148970],1452
arr[122383],1356
arr[162640],1440
arr[126069],1416
arr[53631],1398
arr[230304],1308
arr[55665],1326
arr[172516],1434
arr[63502],1584
arr[146629],1422
arr[110274],1380
arr[99408],1380
arr[183430],1416
arr[92850],1434
arr[65886],1476
arr[245518],1392
arr[162698],1410
arr[93243],1362
arr[102435],1662
arr[142841],1410
arr[156634],1416
arr[198289],1350
arr[76657],1470
arr[41299],1380
arr[112403],1434
arr[131552],1458
arr[124893],1380
arr[8242],1386
arr[100136],1374
arr[128245],1440
arr[125789],1434
arr[15458],1434
arr[628],1404
arr[54781],1380
arr[141527],1386
arr[54260],1452
arr[51437],1326
arr[213544],1410
arr[226776],1422
arr[131291],1452
arr[126525],1386
arr[103402],1446
arr[230700],1284
arr[59956],1428
arr[212605],1452
arr[46586],1380
arr[71826],1428
arr[125303],2352
arr[139830],1428
arr[190613],1404
arr[34496],1410
arr[46464],1446
arr[138902],1476
arr[111153],1500
arr[87763],1380
arr[1306],1308
arr[242705],1476
arr[229008],1422
arr[9548],1416
arr[109193],1416
arr[107254],1410
arr[151689],1326
arr[124651],1458
arr[124234],1446
arr[222822],1404
arr[32531],1560
arr[194846],1410
arr[24259],1422
arr[246075],1362
arr[187975],1410
arr[155551],1446
arr[122601],1284
arr[41377],1320
arr[152603],1440
arr[198909],1428
arr[20334],1686
arr[199189],1506
arr[20735],1440
arr[161990],1488
arr[89019],1404
arr[227700],1494
arr[212838],1632
arr[151835],1416
arr[116603],1422
arr[73992],1482
arr[5951],1476
arr[134261],1458
arr[83049],1392
arr[234959],1452
arr[160161],1410
arr[192243],1416
arr[108565],1416
arr[61851],1488
arr[66894],1530
arr[232800],1374
arr[51025],1374
arr[115777],1320
arr[177646],1506
arr[75285],1446
arr[111853],1380
arr[115621],1446
arr[247188],1380
arr[806],1428
arr[173351],1380
arr[149791],1410
arr[199715],1416
arr[210037],1368
arr[115332],1416
arr[236802],1380
arr[138379],1410
arr[204352],1392
arr[214502],1488
arr[101218],1596
arr[122539],1416
arr[97457],1554
arr[191562],1440
arr[128490],1404
arr[231718],1398
arr[24611],1506
arr[129802],1428
arr[158232],1422
arr[216854],1572
arr[238367],1362
arr[220083],1422
arr[50101],1410
arr[221167],1398
arr[21108],1398
arr[165878],1530
arr[165166],1368
arr[112745],1410
arr[44083],1464
arr[47139],1626
arr[126285],1422
arr[61241],1458
arr[236842],1404
arr[42428],1572
arr[10956],1374
arr[196880],1464
arr[157761],1422
arr[14110],1422
arr[101611],1398
arr[128465],1404
arr[244965],1422
arr[202829],1404
arr[1004],1338
arr[108774],1368
arr[144391],1662
arr[129495],1422
arr[106845],1446
arr[185355],1404
arr[9297],1398
arr[15077],1470
arr[168561],1392
arr[14016],1338
arr[1512],1416
arr[218662],1416
arr[235184],1404
arr[38972],1308
arr[150893],1392
arr[166702],1452
arr[168070],1422
arr[211328],1404
arr[213841],1362
arr[44355],1428
arr[22570],1440
arr[200684],1398
arr[86784],1422
arr[49878],1410
arr[163916],1428
arr[10897],1368
arr[63989],1434
arr[15527],1434
arr[139362],1458
arr[75306],1416
arr[234709],1422
arr[156718],1482
arr[184080],1452
arr[145452],1656
arr[36213],1452
arr[40925],1374
arr[80807],1428
arr[61862],1338
arr[72354],1476
arr[15721],1464
arr[92231],1446
arr[73866],1428
arr[234383],1380
arr[93767],1284
arr[112839],1674
arr[151628],1416
arr[10469],1518
arr[30909],1458
arr[112957],1380
arr[240662],1434
arr[75264],1314
arr[135527],1440
arr[207698],1440
arr[178400],1428
arr[201757],1428
arr[121614],1320
arr[205649],1422
arr[32098],1476
arr[153494],1392
arr[95011],1512
arr[107404],1416
arr[154555],1332
arr[1730],1404
arr[57837],1392
arr[50007],1452
arr[54295],1320
arr[98762],1482
arr[147167],1428
arr[132510],1416
arr[187469],1410
arr[162888],1404
arr[224741],1422
arr[11335],1410
arr[163623],1350
arr[84860],1398
arr[124174],1380
arr[65252],1488
arr[95329],1380
arr[155083],1392
arr[194561],1404
arr[85991],1440
arr[246700],1362
arr[80088],1434
arr[60042],1476
arr[191452],1404
arr[31845],1398
arr[181656],1446
arr[147102],1452
arr[63944],1434
arr[101502],1404
arr[8465],1428
arr[187700],1596
arr[6057],1476
arr[26547],1350
arr[245537],1440
arr[56065],1446
arr[97195],1446
arr[110652],1446
arr[219584],1434
arr[246057],1440
arr[48121],1416
arr[132472],1650
arr[237150],1644
arr[59456],1500
arr[46095],1380
arr[72010],1638
arr[199983],1398
arr[127699],1440
arr[183691],1410
arr[121418],1410
arr[72260],1428
arr[36034],1290
arr[134470],1428
arr[168700],1422
arr[96076],1380
arr[75923],1428
arr[216898],1284
arr[44085],1320
arr[239377],1416
arr[47194],1380
arr[145587],1434
arr[14194],1410
arr[234894],1386
arr[151645],1398
arr[57094],1392
arr[246784],1398
arr[224062],1428
arr[170641],1416
arr[123788],1410
arr[193646],1410
arr[166698],1446
arr[188261],1380
arr[92470],1410
arr[153848],1356
arr[14069],1440
arr[154917],1422
arr[242210],1410
arr[214052],1392
arr[32617],1422
arr[175901],1404
arr[101823],1356
arr[121229],1386
arr[211935],1416
arr[236293],1476
arr[39930],1326
arr[74364],1416
arr[78568],1380
arr[23180],1308
arr[118449],1416
arr[84297],1392
arr[70374],1422
arr[14036],1416
arr[98492],1482
arr[71620],1398
arr[165681],1398
arr[171938],1374
arr[84756],1404
arr[139743],1374
arr[92579],1488
arr[208544],1470
arr[99741],1422
arr[9277],1464
arr[146805],1434
arr[192211],1374
arr[179477],1428
arr[177227],1440
arr[97129],1452
arr[188039],1392
arr[141279],1434
arr[129746],1452
arr[130292],1362
arr[243102],1296
arr[975],1428
arr[108579],1446
arr[245748],1362
arr[57257],1386
arr[182943],1338
arr[74316],1386
arr[80437],1410
arr[51392],1398
arr[158614],1386
arr[167163],1392
arr[65429],1626
arr[23458],1398
arr[238784],1404
arr[247462],1482
arr[211748],1440
arr[73540],1404
arr[153558],1422
arr[54327],1398
arr[48437],1368
arr[3299],1308
arr[79956],1308
arr[211594],1608
arr[195511],1464
arr[25785],1392
arr[138821],1440
arr[58992],1446
arr[213824],1476
arr[46453],1416
arr[205090],1416
arr[94116],1410
arr[55907],1428
arr[222417],1422
arr[202695],1398
arr[51655],1380
arr[29675],1446
arr[135639],1620
arr[142324],1344
arr[126464],1554
arr[203383],1746
arr[67290],1302
arr[43628],1410
arr[18812],1398
arr[90748],1488
arr[32412],1746
arr[32627],1446
arr[52496],1356
arr[122304],1386
arr[186185],1476
arr[123175],1380
arr[170741],1434
arr[205836],1416
arr[203131],1386
arr[148688],1470
arr[167699],1434
arr[228916],1434
arr[37509],1416
arr[226691],1434
arr[209092],1422
arr[83962],1404
arr[181781],1416
arr[53208],1458
arr[139870],1386
arr[154199],1428
arr[22255],1470
arr[207877],1428
arr[200226],1440
arr[174246],1416
arr[100201],1410
arr[76690],1386
arr[127630],1350
arr[167491],1416
arr[120318],1416
arr[162794],1500
arr[24591],1368
arr[169082],1314
arr[195421],1404
arr[93439],1434
arr[57739],1428
arr[147958],1440
arr[216614],1446
arr[244832],1404
arr[103795],1374
arr[186097],1446
arr[143520],1326
arr[21494],1410
arr[165013],1368
arr[181030],1422
arr[14538],1470
arr[140457],1440
arr[31344],1716
arr[196319],1428
arr[193665],1434
arr[187566],1332
arr[116870],1416
arr[232273],1380
arr[145444],1386
arr[67096],1452
arr[172871],1452
arr[11997],1458
arr[143787],1386
arr[50501],1950
arr[195841],1428
arr[30457],1440
arr[229648],1338
arr[220432],1452
arr[215892],1380
arr[191421],1404
arr[80224],1482
arr[23631],1428
arr[89380],1404
arr[46838],1428
arr[34815],1464
arr[209527],1428
arr[249288],1512
arr[178336],1452
arr[247373],1446
arr[164301],1416
arr[125718],1440
arr[11911],1392
arr[54759],1392
arr[157062],1398
arr[224583],1410
arr[14776],1440
arr[110981],1386
arr[91453],1482
arr[13401],1416
arr[6425],1440
arr[174902],1362
arr[186273],1704
arr[34774],1308
arr[85041],1398
arr[3126],1428
arr[230615],1434
arr[131850],1302
arr[232774],1422
arr[201048],1422
arr[97742],1392
arr[174196],1296
arr[31272],1392
arr[137725],1656
arr[13576],1488
arr[94462],1404
arr[172541],1404
arr[239455],1434
arr[93750],1440
arr[100877],1452
arr[236828],1398
arr[24404],1464
arr[242947],1428
arr[15092],1416
arr[95515],1386
arr[150009],1458
arr[6027],1404
arr[126643],1608
arr[27342],1446
arr[113832],1374
arr[156397],1404
arr[33767],1710
arr[38734],1422
arr[92670],1428
arr[68542],1452
arr[140127],1434
arr[95796],1428
arr[65509],1434
arr[21978],1494
arr[78571],1314
arr[16557],1482
arr[119720],1416
arr[19119],1404
arr[64181],1488
arr[23798],1428
arr[49047],1428
arr[174996],1434
arr[196339],1476
arr[38502],1398
arr[35098],1644
arr[63568],1416
arr[41682],1410
arr[75854],1392
arr[56515],1344
arr[56774],1434
arr[187721],1494
arr[222876],1452
arr[62801],1434
arr[64365],1320
arr[219],1386
arr[192986],1458
arr[220762],1410
arr[50338],1344
arr[231720],1314
arr[79784],1410
arr[135232],1380
arr[121848],1458
arr[175580],1290
arr[200742],1302
arr[160178],1452
arr[20503],1446
arr[233651],1350
arr[46250],1410
arr[39622],1446
arr[64185],1308
arr[70048],1434
arr[88669],1458
arr[239181],1422
arr[16387],1476
arr[127171],1410
arr[40631],1428
arr[96307],1308
arr[185206],1422
arr[116486],1434
arr[169174],1458
arr[241980],1638
arr[70559],1422
arr[142051],1446
arr[71134],1752
arr[134924],1410
arr[158622],1428
arr[14120],1332
arr[122038],1404
arr[225312],1554
arr[12192],1434
arr[201822],1428
arr[110545],1740
arr[150392],1452
arr[143755],1428
arr[61287],1392
arr[76922],1392
arr[164258],1410
arr[61290],1290
arr[123173],1302
arr[220233],1446
arr[125475],1422
arr[193221],1410
arr[75254],1422
arr[131008],1302
arr[225961],1470
arr[202426],1410
arr[171640],1488
arr[72268],1428
arr[137632],1422
arr[54478],1428
arr[7795],1386
arr[145964],1434
arr[125037],1404
arr[166198],1410
arr[233450],1374
arr[26314],1410
arr[74820],1434
arr[13922],1326
arr[148352],1428
arr[66484],1446
arr[42467],1284
arr[116527],1398
arr[177029],1428
arr[192859],1434
arr[26634],1404
arr[4668],1458
arr[19782],1398
arr[207244],1644
arr[65959],1404
arr[159307],1446
arr[177477],1392
arr[207786],1458
arr[102528],1524
arr[2732],1320
arr[88795],1410
arr[78489],1398
arr[221510],1416
arr[10435],1386
arr[167110],1416
arr[125494],1374
arr[81265],1686
arr[191257],1464
arr[37810],1464
arr[206302],1440
arr[107455],1428
arr[21261],1362
arr[248968],1416
arr[198627],1404
arr[35183],1614
arr[147321],1446
arr[15111],1344
arr[77650],1422
arr[30200],1440
arr[208493],1320
arr[36862],1398
arr[56834],1464
arr[213161],1458
arr[72996],1422
arr[14078],1308
arr[45472],1428
arr[232303],1386
arr[207908],1398
arr[19611],1416
arr[84831],1488
arr[210640],1446
arr[108406],1422
arr[179673],1464
arr[198502],1434
arr[135193],1410
arr[113135],1428
arr[73996],1344
arr[216458],1434
arr[54392],1428
arr[111806],1344
arr[189112],1482
arr[178199],1428
arr[133067],1464
arr[188081],1374
arr[126826],1434
arr[184603],1452
arr[101754],1452
arr[141937],1428
arr[28605],1644
arr[131954],1416
arr[116782],1410
arr[65467],1392
arr[205140],1314
arr[79944],1440
arr[154815],1410
arr[235570],1446
arr[141768],1386
arr[137118],1380
arr[193478],1374
arr[161379],1434
arr[238302],1494
arr[170470],1422
arr[36137],1500
arr[184327],1320
arr[118972],1458
arr[171330],1494
arr[63814],1452
arr[192968],1416
arr[154140],1458
arr[118206],1422
arr[71127],1428
arr[93253],1320
arr[46405],1458
arr[220546],1416
arr[47686],1410
arr[189583],1380
arr[155149],1452
arr[165792],1410
arr[97872],1392
arr[200107],1422
arr[64098],1338
arr[214655],1404
arr[31926],1416
arr[19238],1428
arr[60951],1446
arr[186742],1398
arr[4808],1428
arr[202719],1368
arr[90212],1458
arr[214639],1374
arr[130451],1422
arr[94866],1458
arr[135109],1620
arr[166588],1446
arr[45545],1422
arr[4082],1422
arr[87919],1464
arr[109359],1362
arr[213402],1434
arr[8411],1410
arr[243917],1380
arr[50881],1446
arr[118016],1470
arr[56674],1428
arr[21428],1392
arr[165702],1416
arr[246257],1362
arr[192929],1392
arr[97846],1398
arr[94130],1386
arr[143036],1386
arr[161944],1392
arr[75137],1524
arr[174963],1446
arr[181182],1404
arr[136088],1434
arr[128057],1446
arr[202343],1440
arr[88807],1392
arr[218269],1614
arr[183334],1458
arr[235610],1410
arr[79488],1428
arr[68443],1386
arr[152199],1434
arr[125033],1524
arr[88877],1422
arr[6470],1416
arr[234393],1332
arr[68632],1392
arr[14881],1326
arr[244662],1452
arr[119513],1410
arr[149250],1392
arr[51337],1296
arr[157293],1410
arr[64952],1494
arr[63946],1386
arr[100223],1476
arr[162799],1296
arr[174428],1482
arr[9611],1434
